DRUGID,TARGETID,DRUGNAME
D0DH1H,T28713,CCT-241533
D03DTQ,T88304,PMX-700
D0OY7A,T09130,RBx-343E48F0
D0U9UF,T84040,A-967079
D09DSK,T37693,JWH-051
D04YJO,T78709,CGS-19480A
D00JXV,T89988,INCB-10820
D0WX3N,T47768,KRP-110
D05RFC,T94033,Tumor vascular thrombogen
D0EU1R,T20891,GSK-2334470
D06EBJ,T96079,CX-02
D01BJK,T87024,Mimovax
D01ESC,T65197,BBT-009
D0G9XS,T86552,ADS-0101
D0M2EH,T99799,Non-PEGylated butyrylcholinesterase
D0W6AQ,T62306,TZP-201
D06CTD,T87024,IN-N01
D02RYE,T51282,AMA-237
D03RTC,T76685,BMS-812204
D06ENH,T99954,Prostacyclin analog
D01HTS,T53764,MIP-1231
D0J1KG,T10670,PD-4048
D0N9TK,T75243,AR-mTOR-26
D0CE5S,T27944,PD-4074
D0W4WP,T44282,CVT-10216
D0A1UL,T41955,RQ-00203078
D04MFW,T11211,DL-3
D0V9LF,T85529,Anti-CD28
D0U4QZ,T14912,EU-517
D05RKV,T37693,Sch-036
D07VJK,T09826,IDN-6384
D0D9OM,T79232,V1A F/U
D08LIU,T15700,Amooranin
D02UXK,T93788,MBX-3254
D00LPZ,T69619,Vapill
D0D6MC,T49578,HC-030031
D0A8ES,T75243,EC-0845
D06UOL,T15197,PIROTIODECANE
D0N6FZ,T67162,WS-50030
D0O7XG,T87024,SEM-606
D0N0KG,T51666,CDRI-85/92
D0G3BK,T22032,ZP-2307
D07MBQ,T36075,CNTO-736
D0V6KL,T22302,CLP-635
D0D1PQ,T17163,EDP-21
D0C7LA,T29649,MAR--99
D0B7AH,T86273,INT-777
D05CGH,T97353,Evatak
D07NDK,T03500,WAY-644
D0Z2FX,T43189,AL-209
D0C7QW,T85435,XMetS
D03BCE,T85435,FPT-038
D0D7EK,T09572,TPI-1361-17
D06NIT,T17852,PF-4181366
D0P1XQ,T16691,SEL-73
D0M0SV,T40474,PRS-110
D01HHH,T40694,CHR-4125
D09KEB,T62431,PRT-060318
D08RXW,T59328,MT-062
D0LD8U,T98913,TG-3003
D03PMB,T21945,PTI-601
D0K8HA,T86591,LL-6531
D00LZO,T95913,CZC-19091
D0HJ9U,T87023,LAU-0901
D0TD2F,T61622,ES-6864
D0YK4L,T66665,PAC-10649
D0F4SI,T30803,N-9xxx
D02WQR,T22939,GSK-008A
D03FIE,T95913,AEZS-126
D03XBB,T65019,DX-2400
D02ILI,T98913,ZP-G-CSF
D01FJA,T28722,UC-2024
D04WCO,T28925,EPB-415
D05EPY,T13201,L-693612
D0U3YW,T61722,ADC-9971
D04ZTA,T87024,ANA-5
D08VMW,T97592,MP-529
D07LRB,T14602,Factor VIII-XTEN
D0C1UP,T11211,SX-ARPC
D0N8TM,T66665,XGP-110
D0V0YM,T76685,MK-5596
D0J3FK,T62431,DNX-2000
D09DGE,T67619,LD-101
D0BL6W,T95947,THA-902
D03KFJ,T94033,TB-102
D0T4QX,T99347,CTEP
D05QAA,T80942,PNU-248686A
D02SGT,T81443,OM-197-MP-AC
D09HUF,T26500,UR-60427
D09YTH,T38338,CPU-228
D02YSO,T15000,GX-C4
D0Z5UD,T97071,MIP-1375
D07NCC,T36935,VTT-201
D0R2RV,T59328,Anti-EGFR humanized mabs
D09DDQ,T64765,FUB-130
D0W5IF,T11211,CH-4933468
D0OJ5M,T86528,OLPADRONIC ACID SODIUM SALT
D0NC0G,T76937,RQ-00203066
D01MWF,T80896,GTx-878
D09BDK,T89534,SNG-163
D01EPO,T18299,ABIO 09-01
D0V3WN,T92777,BMN-103
D09IGF,T16514,MG-28
D0OC6H,T62449,S-024
D0Y5MF,T52921,BND-001
D02SRB,T53585,BPL-001
D0Y2TI,T15700,Glionitrin A
D0Q8GX,T86350,SYM-011
D01GAZ,T87024,123I-DRM-106
D0D8DA,T18876,KAG-308
D0Q5VC,T87024,BAN-2203
D00CFU,T69685,RO-4840700
D09TPW,T18876,PF-04475270
D04TXB,T95371,Ceplene/Peg-Intron/Rebetol
D0YT3Z,T93788,AR-7947
D0I3TD,T56418,CRL-37212
D0OH1O,T76369,VULM-1457
D0U2XB,T36075,PGC GLP-1
D0J6JC,T53389,PTL-101
D07VDF,T96079,CXCR4 gene disrupted T cells
D06DMV,T59679,ER-21018
D03IMU,T86552,TNFR1 NAM
D0C1OJ,T38875,Debio-0930
D0B3IZ,T17163,AMPSL
D0EQ1J,T06273,S-111
D02SJG,T88023,VT-362
D03LZK,T40474,APS-3010
D00IQV,T47094,Homspera
D0F6WW,T20331,LU-AA33810
D09VAB,T97592,BPR1K-0224
D0BT4P,T22977,TDI-0060
D0N7CY,T67619,VLI-27
D0J8NC,T83193,ASP-8370
D0V1NK,T70176,VER-54505
D08YCS,T47768,TQ-1017
D09RUJ,T36075,SX-GLP1
D0R7FS,T06273,BPI-704001
D0PX5F,T67619,NU-1001-41
D01KRQ,T31391,EMC-0901
D0R0RW,T62206,1D05
D01TMK,T36075,GX-G6
D0W7FG,T86552,ALF-421
D02WRE,T06093,ATS-907
D0O7NV,T28722,DOV-51892
D0E3UW,T89534,RG6046
D02MXT,T18876,MK-2894
D07GZG,T47768,Endomorphins
D00QGB,T55959,O-2442
D0GM9E,T31204,RQ-00310941
D0T8EL,T82051,AHL
D0F8KR,T69619,RTU-1096
D0J9VK,T46360,CM-156
D09QPE,T35842,AP-1189
D06LCW,T47768,KIN-4044
D0LN9P,T45993,TELUDIPINE HYDROCHLORIDE
D04EPS,T68536,ON-24160
D09ENZ,T87686,EPZ-004777
D0V2GZ,T60810,BioVant
D0H4BF,T91480,NS-11757
D0Q8ZP,T50942,TDI-0033
D00MAM,T08391,AMG-JAK2-01
D01HXN,T60529,TRL-382
D0F8VH,T60213,AA-166
D0M7IG,T23003,RO-4920506
D07TBD,T62820,DT-2228
D09SBY,T33425,Hebervis
D09NWW,T13852,AMG-247
D05QML,T16353,PQ-1
D07XBZ,T68536,ARC-200
D02HWR,T28713,PV-1019
D0A6NP,T09826,A35566-A
D00EFD,T28722,C-21191
D0C0FG,T47768,NRT-300
D00TBJ,T84486,PF-271836
D0P4DG,T06273,S-070
D0I7VI,T14557,EG-10
D0D5FB,T65197,EPO-derived peptide
D08LZZ,T17569,DPO-1
D04DYA,T89034,SMTP-0
D0V0JV,T59328,mabionHER2
D0CI9W,T64765,GSK-334429
D0JD4S,T95913,CU-906
D03OYY,T60182,MAR-531
D08CWX,T73215,BVX-20-CD20
D02ELN,T75243,HM-5016699
D04LBJ,T06446,ASOBAMAST
D08MLH,T25608,TUG-469
D09SXR,T32880,KRH-102053
D04KFR,T58589,NVP-SAA164
D05QCE,T05114,KM-01221
D0YC1R,T13852,BMS-520
D0P8ME,T14602,LG-889
D0C4JV,T71266,ISC-4
D0HB5V,T76414,CN-2097
D0M2LD,T28893,BQCA
D0Z3AB,T36935,Anti-PSA mabs
D0J1CF,T95913,Her2- and PSA-targeted TGX-D1
D0C7KB,T65197,Nova-EPO
D0E5VP,T02001,KF-66490
D07RPC,T89988,RAP-103
D0K8YK,T42000,DVD-Ig
D09VZR,T08391,SGI-1252
D0L1NF,T31391,D-420720
D0E1HY,T88531,GPCR39 pepducins
D0F3FC,T64682,GSK-650394
D0A7GH,T96079,ATI-2341
D0CA2S,T06273,HYDAMTIQ
D0GZ5F,T27812,CX-1001
D01OVV,T52227,OVI-117
D08MVY,T59679,R-116712
D0R3IK,T80975,EPI-0030
D0B6OG,T73097,BBT-007
D04PPE,T94033,VE-04051645
D04PAF,T33846,ANA-04
D06CWM,T98913,AZD-7507
D03CQN,T62449,Chk1-A
D0O8FN,T47885,INDUS-815B
D0M1NS,T97071,CTT-54
D07JKA,T87024,SEN-1500
D02CFR,T60631,GW-559768X
D00IDV,T79961,CRTX-070
D0W6EP,T96235,AMG-889436
D08MVV,T68334,PRX-111
D0O6TD,T65197,BBT-021
D0F1OG,T86350,Soluble ErbB3 theragnostics
D0B6WV,T86552,TNFmab
D09LTO,T10362,A-76341
D02GTT,T37693,AR-XYZ
D0WD8R,T59328,MDP-01
D03SGF,T57700,WBZ-7
D0H4DU,T02703,KD-7332
D03HJZ,T63414,AZ-11657312
D08XFR,T12475,AEZS-115
D00BTZ,T87024,CT-003230
D07NFT,T75243,P-2281
D01QXW,T98913,CSL-324
D02VPS,T58454,Anti-FGFR2 humanized mab
D02FGG,T59328,AFM-21
D0V1UZ,T11388,BF/PC-21
D07QBJ,T23499,HJP-272
D04YLU,T76685,AZ-599
D09PNV,T28330,KSG-504
D06MWU,T36059,LUF-5833
D0K4WW,T87024,11A1
D0B4AH,T87024,RECALL-VAX
D0XA1B,T68536,RTA-301
D01VFQ,T87831,CGEN-855
D08SMN,T61484,POP-1
D0A7XQ,T08391,ON-044580
D0Q7XA,T14602,LG-888
D0X8UW,T06093,TRN-101
D0Z7LK,T92777,GSC-1
D04PFD,T67805,TriMixDC
D0E9NJ,T97822,PARCETASAL
D0PD0F,T92072,Paeoniflorin
D06QRY,T68536,IDN-5390
D01BZR,T77613,IC-041
D0R0FU,T69619,PXS-4159
D04HBH,T11388,AM-3701
D00TBD,T40474,PHA-665752
D08FSR,T08922,QLT-091382
D03TTT,T99089,AR-00341677
D0X2NB,T34429,AZD-6319
D0QA7X,T14592,APG-103
D0T9PL,T45593,BLV-0703
D0S6MA,T02001,OCID-2987
D0Q8PF,T33636,Ad5f35-LMPd1-2-transduced autologous dendritic cells
D04ATE,T96079,AT-009
D0T4SJ,T70176,SCH-546909
D02CCA,T29683,GSK-172981
D0C0ZC,T99089,AZ-628
D01MND,T47094,EU-C-001
D0G9EX,T15439,C5aR pepducins
D0G0BJ,T97155,VE-821
D0Q7XS,T96079,LP-0067
D02VUL,T47768,AIKO-151
D0XD4N,T80896,ERB-002
D0O9RV,T43332,MOD-5023
D0G7YF,T23172,VX-467
D0K7NJ,T84631,Recombinant coagulation factors
D0P5LX,T30803,N-6060
D09RZB,T58992,BBI-11008
D0CR9I,T51565,CX-5011
D0K4VN,T85467,Molecule 21
D0A0ZY,T50942,ALD-901
D03TYT,T67162,PF-03800130
D0S9VG,T77796,C4X-101
D09HCE,T68334,Long-acting FSH conjugate
D0X0ZD,T35734,EXRD-4605
D06IGE,T83369,Factor IX-XTEN
D0B6HE,T65200,SKI-2852
D02IZN,T59654,ON-123
D07RXX,T93923,HG-1051
D0E6QI,T09826,MEN-14295
D0PP5M,T81850,BPH-652
D0Q5NZ,T47387,BP-100-1.02
D04TGU,T17140,MK-3901
D0MM4X,T11388,MIV-710
D0G5RT,T46360,MC-113
D0P5RJ,T68290,BF/PC-18
D0GK9J,T80338,ACVR2B
D08TQK,T86552,NM-9405
D0NJ3Q,T59328,WZ-3146
D03IJZ,T79961,Recombinant botulinum toxin
D0MI1N,T98896,CR-5259
D0F7ZH,T15803,FXI-AS1
D0I2PS,T40474,CMET Avimer polypeptides
D04CTP,T79473,EP-200
D00JIX,T22274,IKH-25
D07CIX,T93440,FM-101
D0L3GH,T96079,CTCE-0324
D06WTI,T60693,NRP290
D0D6LF,T34296,PD-156
D0M9XH,T89034,XP-21510
D0XK6O,T14602,SMaRT FVIII
D0F8NE,T01777,V-103
D0C7GJ,T14602,Long-acting factor VIII
D0Z7FY,T62306,CEM-301
D00FIV,T35640,Leukotoxin
D0IM7C,T67684,AE-9C90CB
D02OCD,T13852,NIBR-785
D0R3JO,T65197,PEG-EPO
D0G3PK,T68290,Fsn-0503
D0LJ7R,T89034,M5
D0K9ZU,T87024,CD45RB
D04VPP,T09826,ATI-1150
D0HK3U,T61722,AM-156
D0V1ES,T67619,ALM-301
D0OH9B,T28692,WS-070117
D0J9PK,T75243,OXA-01
D0UV9F,T59604,GSK-894281
D0Z1PA,T92609,GG-818
D08WDP,T68290,AM-3840
D0O5UF,T25608,CNX-011
D06XLC,T97592,BMS-739562
D0W2KG,T02728,NT-69-L
D0P4WI,T86552,Recombinant human TNF receptor
D09CLX,T93515,MDT-006
D09BXJ,T20891,PF-5177624
D0OT1S,T88304,CP-4200
D0YD9E,T38529,PF-00212062
D0S7XR,T24983,TKP-1002
D0A3SX,T22032,PTHr pepducins
D0T9YU,T92777,Imino sugars
D0R6OM,T47101,ACTB-1003
D0W8AI,T11211,Andromustine
D08NRG,T54644,HYP-10
D06NMP,T42446,CGP-29030A
D0F1PH,T59174,Rimeporide
D0V4DH,T89534,Estriol E3
D08OLR,T97257,ART-144
D05GQH,T99402,ADX-88178
D0L8EO,T67894,Anti-TLR3 mabs
D0F4QJ,T18876,CR-5790
D0K3GB,T97071,99mTc-MIP-1340
D0A9TR,T14557,XT-101
D0W7VX,T53585,Statin
D0F2QP,T50942,CRB-0022
D03GAN,T04902,A-558693
D0I6QN,T08391,K-454
D0P3PF,T34843,AMX-256
D00FZA,T40474,ALD-805
D01ZWF,T31391,BPI-711001
D0M9ZL,T51120,TPO gene plasmid
D0IL7V,T13852,KRP-107
D09GQS,T83011,JD-0100
D01ZZG,T23471,INV-311
D02MTK,T06955,AT-008
D0C3GZ,T16156,STS-T4
D0Z4RX,T40474,HuMax-cMet
D03ICS,T78709,NPT-500
D0A9WW,T53764,FE-999040
D0J3AV,T17163,PEG-LPA-2
D03JMF,T65879,IKI-1
D0N1QH,T10877,HuMax-CD38b
D0V3BI,T07663,Aom-0890
D00DSG,T55398,PF-05313261
D0SP5Q,T84631,PRT-064445
D04ZEP,T65200,A-849531
D0N1ST,T63414,AFC-5128
D09TXU,T84631,DT-831j
D0H0EP,T58496,EDP-18
D0Q2VA,T84631,EP-37
D0X2MZ,T52921,Syn-1020
D0G4AE,T87024,KNX-Monoclonal204
D0Y5WL,T54644,TTL-1177
D0T2UB,T57700,APCK-110
D01SUL,T69485,JNJ-10397049
D05TKO,T31391,Retagliptin
D0B8ES,T60213,AA-123
D0XQ0V,T85435,DC-9703
D03ZIK,T53585,MT-001
D03TRO,T99347,GRN-529
D09WKT,T58992,ARD-412
D02RZC,T11211,ASC-JMX2
D0V7PX,T31309,Apogossypol
D0V6DF,T69619,LJP-1207
D0QJ4Y,T53389,TGF-beta Shield
D0K2MT,T40332,ADC-7828
D00NPE,T03500,MMP-408
D0X3PN,T77645,DR-5/DR-4 cross reactive mabs
D0SE9S,T52921,SCH-221510
D00WKL,T69619,PSX-4206
D08QRO,T72458,BL-6020
D02SZF,T67363,18F-SMIBR-K5
D04JNC,T02001,ZL-N-91
D0J5SD,T87024,Gamma-secretase modulators
D0C0AA,T09826,DTS-108
D0Y6MD,T59328,NRC-2694
D00QTU,T09826,TH-1320
D04RKH,T68536,APH-0911
D09EQZ,T68536,XN-0502
D09MRY,T87024,ACU-0101979
D0L1BS,T52921,PF-454583
D06URK,T07663,CKD-533
D0W3SX,T68334,FSHR NAM
D04QFY,T11211,GTx-027
D02FNJ,T43189,AL-309
D01BUT,T12475,LXT-101
D0D7LP,T62306,RQ-00201894
D0C5XF,T89988,GSK-1344386B
D0E7PZ,T59604,NOX-B11
D0C3GW,T38875,TG-1022
D06TQD,T09960,CMPD-167
D00JIV,T95913,PF-4989216
D06ZXT,T30803,N-6547
D0Y9ES,T87024,AD-0802
D0Z2IY,T46482,TMX-201
D05UDU,T14731,YK-3237
D09VHS,T75243,EM-101
D0FY2N,T30082,NPRx-30
D06GZW,T17163,PEGylated leptin
D0I4LQ,T85435,RHIIP
D07DNV,T87024,ARN-2966
D0C4NF,T51408,FMP-825
D0Z0EH,T34429,PheTQS
D00ZBQ,T68536,TL-1892
D0JR9V,T27602,JBP-1
D0Z1VE,T09826,SER-203
D0KX7A,T66665,CR-4174
D03SSG,T51666,PA-10040
D0G3ZN,T40474,PF-00614435
D08GBT,T07303,SAR-131675
D0V3HC,T45758,Anti-CD40-XTEN
D0O7NF,T58992,MCP-205
D0O6JE,T95913,Multiform PI3K inhibitors
D0E6AP,T89534,STX
D0VV5X,T04084,EZN-3920
D09ZPN,T88185,MK-6892
D0D3CJ,T02703,BYK-191023
D0VE4O,T34429,EVP-4473
D0R9UQ,T43332,Long-acting Factor VII conjugate
D0W0BN,T86552,NM-2014
D02JHW,T06273,ANG-2864
D0Z2NY,T40954,Aom-0763
D0T8CQ,T70977,CP-70949
D0O3SA,T86679,ATL-801
D0J3EA,T59328,Theliatinib
D05TCC,T46482,TMX-202
D0OE2Z,T76198,ONO-8809
D0U4SS,T10265,CD-160130
D0X8SM,T86552,Anti-TNF human mabs
D04LRQ,T50942,TDI-0059
D0OZ3S,T82577,RJM-0035-K002
D0N7HT,T68766,PRO-135
D0TY0P,T23003,G-573
D0H3JH,T25005,CGI-1316
D09CJO,T76685,CXB-029
D05QGH,T73215,DXL-625
D0VD7H,T06569,CL-5343
D0Y4WR,T31204,R-1
D0BG2L,T01973,ABC-7
D0Q9UL,T14602,IATX-FVIII
D0W4HJ,T77365,MSX-3
D0YB7F,T45457,MT-II
D08BKH,T54931,18-Methoxycoronaridine
D0E5IP,T62460,WHI-P154
D0AS0V,T00140,"5,8-Dihydroxy-1,4-naphthoquinone"
D0LO5B,T58449,THZ1
D05RLR,T39078,1-((2-chlorophenyl)diphenylmethyl)-1H-pyrazole
D0M9RM,T64382,[3H]CGS8216
D0E9SR,T26500,[3H]JNJ 7777120
D07PHS,T96079,CXCL8
D0T1YH,T40474,ALD-806
D0N8CN,T08391,BVB-808
D05SCQ,T22977,TDI-0079
D00HDC,T58992,MCP-204
D0CY9O,T59328,ON-128
D0M1YW,T89041,ANG-3407
D08KZJ,T61722,CAY 10471
D06WJC,T98933,GC-24
D0XT0I,T76904,BIA
D0D5KQ,T18477,PU24S
D08MUX,T21945,S33005
D07KTP,T64765,SCH79687
D0EW8Y,T06273,Thieno-phenanthridin-6-one
D07DZS,T13348,"1,3-bis(1,3-benzothiazol-2-ylthio)acetone"
D0A3SQ,T13348,3-benzofuran-2-yl-2-benzothiazol-2-yl-3-oxo-propanenitrile
D06BFH,T13348,5-fluoro-1H-indole-2-carboxylic acid
D0IC2O,T01141,Anti-miR-191 modified oligonucleotide
D00YTS,T39977,AVP-13546
D01SWJ,T39977,AVP-13748
D05RPN,T91761,BMS-488516
D04PEI,T91761,BMS-509744
D0F2SA,T47885,BPKDi
D01ZMR,T82309,Calcineurin
D0MC3K,T47885,CID755673
D03HQE,T47885,CRT0066101
D07PUS,T01318,DSM1
D09WBQ,T01318,DSM2
D08JPU,T59190,G6976
D03DYT,T47885,K252a
D0U6DZ,T00477,L-erythro-3-hydroxyaspartate
D08JNG,T00477,Malonic acid
D0W1JY,T39977,NAPQI
D0OQ1I,T72269,Narciclasine
D0TE9G,T05904,PF-4957325-00
D0A0YZ,T81780,PYZD-4409
D0J6WV,T74891,WRR605
D0V9NE,T22939,Tanaproget
D0D9YU,T82723,PLATENSIMYCIN
D0G9ME,T78581,NAX-5055
D04MOZ,T89515,NB3178
D0H4NN,T89515,NB3322
D04KWH,T58589,Des-Arg(9)-[Leu(8)]-BK
D0P1BK,T23172,NC1153
D0QG6A,T17569,NIP-142
D00ZBZ,T11253,OGX-427 + Paclitaxel
D01LAP,T07035,ISIS 2922 + Ganciclovir
D00XFY,T07035,ISIS 2922 + foscarnet 3' -azido-3'-deoxythymidine 2'-3'-dideoxycytidine
D0S1FM,T47387,G3139 + Paclitaxel
D0LM3T,T47387,G3139 + Fludarabine
D0XU9F,T47387,G3139 + cytarabine (ARA-C)
D0B0HK,T47387,G3139 + G-CSF
D05BCF,T38179,Clavulanate+Amoxicillin
D03GHR,T66665,C-myb
D0Q7MQ,T47094,CP-100263
D06HXC,T89213,NPY-1 antagonist
D06NMZ,T48069,NVP-ADW742
D0XU1I,T47387,G3139 + Dacarbazine
D00DDR,T47387,G3139 + Thalidomide
D0W8ZE,T47387,G3139 + Dexamethasone
D05IAN,T47387,G3139 + Irinotecan
D08ZRW,T48945,Cantide + Cisplatin
D0V5YQ,T79249,TS antisense + raltitrexed
D0KL7G,T33765,MCL-1-specific antisense oligonucleotide + midostaurin(PKC412)
D06GGT,T33765,MCL-1-specific antisense oligonucleotide + nilotinib (AMN107)
D0K4GI,T06413,Affinitak + Gemcitabine
D02MFK,T06413,Affinitak + Cisplatin
D0I8OE,T55094,PcTx1
D0T7GQ,T95947,APETX2
D0FF6S,T43739,A-803467
D04IXJ,T66665,Bimetopyrole
D0D9CO,T34123,SB-221420-A
D0PE8P,T82266,PD173212
D0UB0T,T82266,PD176078
D0Q8TX,T82266,Ajinomoto 1
D08UEJ,T82266,Ajinomoto 2
D0S6YO,T82266,Ajinomoto 3
D0Y9OS,T82266,Euro-Celtique 1
D02LIY,T82266,Euro-Celtique 2
D06PJK,T82266,Euro-Celtique 3
D02IOC,T45262,"CP154,526"
D0O9YG,T89515,Cycloguanil
D0VC0I,T66665,Oxindole 94
D06YUR,T04820,Oxindole derivative
D0M3ON,T82266,Euro-Celtique 4
D05BLQ,T82266,Neuromed 2
D07APX,T82266,Neuromed 5
D0T3CB,T82266,Ono 1
D0V9MO,T82266,Ono 3
D08ZSQ,T82266,Parke-Davis 1
D0A6MS,T82266,Parke-Davis 9
D05MUA,T52921,NOX 2149
D05PJJ,T52921,NOX 2137a/b
D03HTZ,T60526,LD201t1
D0T7XO,T37308,IGEL1.2
D03ILU,T37308,D17.4
D04VCF,T19556,ADR58
D00QBV,T40332,DD7
D0G1SN,T40332,ED1
D01NJE,T40332,ED45
D0W7ZS,T15000,Del 60 tetramer
D0S8BU,T40492,SE RNA
D09SWM,T40628,Epostane
D0I0NP,T84621,SL125
D0L1VT,T23547,Cyprodine
D0D5EW,T59102,HKI-9924129
D08NYO,T52624,PDGF gene therapy
D00VFM,T33491,RWJ-49968
D02MQL,T33491,RWJ-61907
D01MFK,T66665,DFU
D05KKV,T39087,Dicaffeoylquinic acids
D05PMU,T39087,Dicaffeoyltartaric acids
D08CZE,T14342,Dihydropyrone
D07MQC,T83145,PS-1145
D0B2AH,T45262,DMP-695/696
D0V6EY,T96144,Pumiliotoxin 251D
D0C9KY,T40785,Pyridobenzimidazole
D0N3OH,T64765,A-317920
D0J6XO,T64765,A-331440
D00OFV,T28330,Asperlicin
D04DBA,T95913,BAG956
D0LK8U,T65755,CG-1521
D0I3XA,T01777,Ciproxifan
D05QBF,T28330,Devazepide
D0W7XH,T06273,DR2313
D0H4TP,T64765,GSK189254A
D03QGB,T64765,JNJ-5207852
D02IIL,T18477,KOSN1559
D0F8HX,T67619,Lactoquinomycin
D02CTZ,T78709,LY433221
D09CKT,T32060,LY433222
D0H0KA,T18477,Macbecin
D0W8XH,T95913,PI-103
D0R1RK,T85605,EpiCept
D0WT6A,T88240,Ethylene diamine
D00MCY,T92609,REC2615
D0O8BP,T03871,ISIS 13920
D08KOD,T52316,ISIS 15770
D06RRD,T86591,Fibrates
D0E4JL,T67162,Rotigitine
D0H7JE,T17569,RS-100302
D05BIJ,T24634,RWJ-140998
D04SDN,T24634,RWJ-3981
D0F0VD,T83145,ACHP
D08MTN,T01865,Glucose analogue
D04HMD,T54065,Glyphosate
D0NY7A,T20331,S-19528
D08ROQ,T89213,S-25585
D07VWP,T17569,S-9947
D07VQW,T93440,Sant7
D08LYB,T66665,SB 239063
D02TOS,T72458,AMSH
D05TZJ,T09092,Ankinara
D0J2NS,T67162,Anti-D
D03QAQ,T84631,SN429
D0W1PV,T65755,Apicidin
D01HTH,T69494,Aptiganel HCl
D0T2MV,T02551,AS-9705
D05DQF,T14342,Indole N -acetamide
D0L2XO,T83145,BAY11-7082
D0D4QL,T14342,Benzimidazole 5-carboxamide
D0O0RY,T48069,JB-1
D05CRG,T53024,L-054852
D0A4XJ,T91331,SU5402
D0ZU6O,T51843,T-1106
D0N1RE,T96721,BIBF100
D00YTQ,T32335,BMS-345541
D08KCA,T54940,Leupeptin
D01GEO,T86052,Telomestatin
D04JTY,T32468,Thiolactomycin
D0W1NH,T04820,Thiophene sulfonamide
D08UZL,T86052,TMPyP4
D0I3QU,T06037,ISIS 18078
D0Z6VR,T02134,Buthionine sulfoximine
D0U3EA,T83813,BVT 933
D04LDH,T06273,BZ6
D07MXA,T75888,C75
D0NF6F,T65755,Trichostatin A
D04KQF,T22274,Tubacin
D0Y3JR,T10937,ISIS 16507
D02JFF,T10937,ISIS 16518
D0D1BC,T72458,Melanocortin-4 Receptor antagonist
D08JML,T66665,Microxine
D0PB3X,T44614,Vinylsulphones
D0WZ9T,T42446,CGP-44532
D0P1HZ,T65755,CHAP1
D0Y2DW,T65755,CHAP31
D0F2CH,T70449,Mutated growth hormone
D0K5RX,T64795,KYS-05050
D05LYC,T31391,KR-62436
D0QK2E,T36483,SCH-205831
D0GX8F,T19011,BN-82002
D04JNZ,T12808,PROSTRATIN
D09GVB,T11754,OL-135
D08TXL,T37693,A-796260
D0G5OV,T72168,WAY-255348
D0DY4E,T83193,JNJ-17203212
D0BD6A,T09960,GT-1282
D05USL,T81735,KU-55933
D0Y3OX,T96079,TN-14003
D0PL4F,T52297,GW-3965
D0C3AD,T53389,GW-788388
D0M8LN,T67162,A-690344
D0D0LD,T68290,L-873724
D0PC5A,T11754,VER-156084
D0N2KU,T20709,PF-3409409
D0O7DP,T10897,CVT-12012
D0H2MF,T22939,PF-02367982
D0QN6U,T52316,L-790070
D0KS0I,T21945,WAY-256805
D07PMP,T95913,PKI-402
D0OQ5H,T76685,"6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-N-(HYDROXYMETHYL)-1,2,2-TRIMETHYL-1,2,3,4-TETRAHYDRO-1,8-NAPHTHYRIDINE-4-CARBOXAMIDE (ENANTIOMERIC MIX)"
D05MSG,T32262,BMS-694153
D0W1WF,T78393,4-iodo-6-phenylpyrimidine
D03KTU,T45262,BMS-561388
D0T0SK,T65755,ST-2987
D0W8UW,T83193,AMG-628
D0V6KF,T12475,LHRH
D0ZW2F,T49639,NSC-119910
D03UIF,T03691,SA-6541
D09KUE,T25889,NSC-88915
D01WMW,T00494,RG7232
D0R2WK,T85435,NVP-TAE684
D05LOY,T34596,ACH-702
D05PTT,T14912,ROSMARINIC ACID
D0V2QU,T37539,Anti-CD22/CD19 mab-toxin conjugate
D00QTA,T05152,A-058
D07UEJ,T30085,Empagli ozin
D09GXF,T82577,RB-105
D0A6OO,T05152,PSI 7851
D0H3UO,T50688,RGD-039
D0KP0L,T16156,SE-ET-TP020d
D0WS8K,T26220,Ilatreotide
D01ARG,T58921,DB-900
D00SBX,T90665,ZL006
D04TZA,T05904,PF-04957325
D05WDM,T40694,Ro5203280
D06DPJ,T98642,HITOPK-032
D07QNH,T90848,SAIT301
D09HYG,T91390,NP16
D0X4IO,T93711,Sulforaphane
D0E8HH,T11610,Fusion peptide EK1
D0JL1M,T18226,Thiethylperazine
D0D2KU,T86597,JQ1
D0D2PD,T86597,ABBV-744
D0AJ1V,T86805,Silvestrol
D0I4GT,T87325,Hexylcarbamoyl fluorouracil
D0QM4U,T87325,Isoarnebin 4
D0X7OE,T87325,PMID32321856-compound-11a
D0Z3KK,T87325,PMID32321856-compound-11b
D0D1CS,T88015,Boceprevir
D0A0GU,T88547,E-52862
D0B8AT,T89039,PB28
D0B8ZP,T88547,PD-144418
D0C5SO,T88547,RS-PPCC
D08HXB,T89592,Lopinavir + ritonavir + interferon beta
D0LD5B,T89658,Ribavirin + lopinavir + ritonavir + interferon alfa-2a
D00AQP,T89658,Ribavirin + interferon alfa-2a
D01DPC,T89658,Ribavirin + interferon alfa-2b
D04DQT,T89658,Ribavirin + interferon beta-1a
D0MI0Q,T89658,Amarylline
D0B0RZ,T89736,GRL-0667
D0W7OF,T89736,PMID20527968-compound-6577871
D05JBC,T98390,N-(2-aminoethyl)-1-aziridine-ethanamine
D0YQ2K,T99041,YS110 mAb clone
D0PG7V,T99818,Acocantherin
D0AY7O,T99834,Polyinosinic:polycytidylic acid
